indicator_id,name,unit,datetime,value,geo_id,geo_name,geo_agg
1293,Demanda real,,2025-10-29 00:00:00+01:00,23659.0,8741,Península,
1293,Demanda real,,2025-10-29 00:05:00+01:00,23584.0,8741,Península,
1293,Demanda real,,2025-10-29 00:10:00+01:00,23666.0,8741,Península,
1293,Demanda real,,2025-10-29 00:15:00+01:00,23442.0,8741,Península,
1293,Demanda real,,2025-10-29 00:20:00+01:00,23148.0,8741,Península,
1293,Demanda real,,2025-10-29 00:25:00+01:00,23166.0,8741,Península,
1293,Demanda real,,2025-10-29 00:30:00+01:00,23034.0,8741,Península,
1293,Demanda real,,2025-10-29 00:35:00+01:00,23055.0,8741,Península,
1293,Demanda real,,2025-10-29 00:40:00+01:00,22828.0,8741,Península,
1293,Demanda real,,2025-10-29 00:45:00+01:00,22518.0,8741,Península,
1293,Demanda real,,2025-10-29 00:50:00+01:00,22390.0,8741,Península,
1293,Demanda real,,2025-10-29 00:55:00+01:00,22391.0,8741,Península,
1293,Demanda real,,2025-10-29 01:00:00+01:00,22378.0,8741,Península,
1293,Demanda real,,2025-10-29 01:05:00+01:00,22322.0,8741,Península,
1293,Demanda real,,2025-10-29 01:10:00+01:00,22168.0,8741,Península,
1293,Demanda real,,2025-10-29 01:15:00+01:00,22132.0,8741,Península,
1293,Demanda real,,2025-10-29 01:20:00+01:00,22188.0,8741,Península,
1293,Demanda real,,2025-10-29 01:25:00+01:00,22037.0,8741,Península,
1293,Demanda real,,2025-10-29 01:30:00+01:00,21891.0,8741,Península,
1293,Demanda real,,2025-10-29 01:35:00+01:00,21838.0,8741,Península,
1293,Demanda real,,2025-10-29 01:40:00+01:00,21870.0,8741,Península,
1293,Demanda real,,2025-10-29 01:45:00+01:00,21952.0,8741,Península,
1293,Demanda real,,2025-10-29 01:50:00+01:00,21572.0,8741,Península,
1293,Demanda real,,2025-10-29 01:55:00+01:00,21622.0,8741,Península,
1293,Demanda real,,2025-10-29 02:00:00+01:00,21565.0,8741,Península,
1293,Demanda real,,2025-10-29 02:05:00+01:00,21666.0,8741,Península,
1293,Demanda real,,2025-10-29 02:10:00+01:00,21496.0,8741,Península,
1293,Demanda real,,2025-10-29 02:15:00+01:00,21411.0,8741,Península,
1293,Demanda real,,2025-10-29 02:20:00+01:00,21299.0,8741,Península,
1293,Demanda real,,2025-10-29 02:25:00+01:00,21363.0,8741,Península,
1293,Demanda real,,2025-10-29 02:30:00+01:00,21355.0,8741,Península,
1293,Demanda real,,2025-10-29 02:35:00+01:00,21060.0,8741,Península,
1293,Demanda real,,2025-10-29 02:40:00+01:00,21161.0,8741,Península,
1293,Demanda real,,2025-10-29 02:45:00+01:00,21251.0,8741,Península,
1293,Demanda real,,2025-10-29 02:50:00+01:00,21275.0,8741,Península,
1293,Demanda real,,2025-10-29 02:55:00+01:00,21265.0,8741,Península,
1293,Demanda real,,2025-10-29 03:00:00+01:00,21216.0,8741,Península,
1293,Demanda real,,2025-10-29 03:05:00+01:00,21100.0,8741,Península,
1293,Demanda real,,2025-10-29 03:10:00+01:00,21070.0,8741,Península,
1293,Demanda real,,2025-10-29 03:15:00+01:00,21066.0,8741,Península,
1293,Demanda real,,2025-10-29 03:20:00+01:00,20936.0,8741,Península,
1293,Demanda real,,2025-10-29 03:25:00+01:00,21048.0,8741,Península,
1293,Demanda real,,2025-10-29 03:30:00+01:00,20849.0,8741,Península,
1293,Demanda real,,2025-10-29 03:35:00+01:00,20717.0,8741,Península,
1293,Demanda real,,2025-10-29 03:40:00+01:00,20617.0,8741,Península,
1293,Demanda real,,2025-10-29 03:45:00+01:00,20672.0,8741,Península,
1293,Demanda real,,2025-10-29 03:50:00+01:00,20856.0,8741,Península,
1293,Demanda real,,2025-10-29 03:55:00+01:00,20787.0,8741,Península,
1293,Demanda real,,2025-10-29 04:00:00+01:00,20884.0,8741,Península,
1293,Demanda real,,2025-10-29 04:05:00+01:00,20863.0,8741,Península,
1293,Demanda real,,2025-10-29 04:10:00+01:00,20821.0,8741,Península,
1293,Demanda real,,2025-10-29 04:15:00+01:00,20883.0,8741,Península,
1293,Demanda real,,2025-10-29 04:20:00+01:00,20790.0,8741,Península,
1293,Demanda real,,2025-10-29 04:25:00+01:00,20729.0,8741,Península,
1293,Demanda real,,2025-10-29 04:30:00+01:00,20696.0,8741,Península,
1293,Demanda real,,2025-10-29 04:35:00+01:00,20763.0,8741,Península,
1293,Demanda real,,2025-10-29 04:40:00+01:00,20797.0,8741,Península,
1293,Demanda real,,2025-10-29 04:45:00+01:00,20891.0,8741,Península,
1293,Demanda real,,2025-10-29 04:50:00+01:00,20810.0,8741,Península,
1293,Demanda real,,2025-10-29 04:55:00+01:00,20882.0,8741,Península,
1293,Demanda real,,2025-10-29 05:00:00+01:00,20973.0,8741,Península,
1293,Demanda real,,2025-10-29 05:05:00+01:00,21060.0,8741,Península,
1293,Demanda real,,2025-10-29 05:10:00+01:00,21132.0,8741,Península,
1293,Demanda real,,2025-10-29 05:15:00+01:00,21061.0,8741,Península,
1293,Demanda real,,2025-10-29 05:20:00+01:00,21184.0,8741,Península,
1293,Demanda real,,2025-10-29 05:25:00+01:00,21188.0,8741,Península,
1293,Demanda real,,2025-10-29 05:30:00+01:00,21231.0,8741,Península,
1293,Demanda real,,2025-10-29 05:35:00+01:00,21100.0,8741,Península,
1293,Demanda real,,2025-10-29 05:40:00+01:00,21397.0,8741,Península,
1293,Demanda real,,2025-10-29 05:45:00+01:00,21567.0,8741,Península,
1293,Demanda real,,2025-10-29 05:50:00+01:00,21663.0,8741,Península,
1293,Demanda real,,2025-10-29 05:55:00+01:00,21787.0,8741,Península,
1293,Demanda real,,2025-10-29 06:00:00+01:00,21959.0,8741,Península,
1293,Demanda real,,2025-10-29 06:05:00+01:00,22593.0,8741,Península,
1293,Demanda real,,2025-10-29 06:10:00+01:00,23112.0,8741,Península,
1293,Demanda real,,2025-10-29 06:15:00+01:00,23403.0,8741,Península,
1293,Demanda real,,2025-10-29 06:20:00+01:00,23516.0,8741,Península,
1293,Demanda real,,2025-10-29 06:25:00+01:00,23634.0,8741,Península,
1293,Demanda real,,2025-10-29 06:30:00+01:00,23898.0,8741,Península,
1293,Demanda real,,2025-10-29 06:35:00+01:00,24224.0,8741,Península,
1293,Demanda real,,2025-10-29 06:40:00+01:00,24342.0,8741,Península,
1293,Demanda real,,2025-10-29 06:45:00+01:00,24811.0,8741,Península,
1293,Demanda real,,2025-10-29 06:50:00+01:00,25151.0,8741,Península,
1293,Demanda real,,2025-10-29 06:55:00+01:00,25522.0,8741,Península,
1293,Demanda real,,2025-10-29 07:00:00+01:00,25749.0,8741,Península,
1293,Demanda real,,2025-10-29 07:05:00+01:00,26329.0,8741,Península,
1293,Demanda real,,2025-10-29 07:10:00+01:00,26806.0,8741,Península,
1293,Demanda real,,2025-10-29 07:15:00+01:00,26983.0,8741,Península,
1293,Demanda real,,2025-10-29 07:20:00+01:00,27312.0,8741,Península,
1293,Demanda real,,2025-10-29 07:25:00+01:00,27240.0,8741,Península,
1293,Demanda real,,2025-10-29 07:30:00+01:00,27505.0,8741,Península,
1293,Demanda real,,2025-10-29 07:35:00+01:00,27842.0,8741,Península,
1293,Demanda real,,2025-10-29 07:40:00+01:00,28046.0,8741,Península,
1293,Demanda real,,2025-10-29 07:45:00+01:00,28123.0,8741,Península,
