fecha,distrito,temperatura_media,temperatura_min,temperatura_max,humedad,presion,velocidad_viento,direccion_viento,nubosidad,precipitacion,uv_index
2025-10-28,Centro,12.985704927389222,10.059519546857803,15.220832843806662,50.05865528011107,1015.5959629595998,3.7209550887413227,340.894532948519,91.58810993705933,1.875038987663565,2.9461155755615973
2025-10-28,Arganzuela,25.81815769123768,12.486188298422912,17.807163203058685,67.3200724450426,1017.3152512314056,14.9034451088921,226.30021023458278,87.88642676010618,6.38583259763225,0.5447371673000867
2025-10-28,Retiro,13.412998378813482,11.364890763298927,21.241211847050195,63.48977611209686,1015.8860764625231,4.486936396247186,209.04575414964265,89.38247164447941,0.13217387499076652,3.855561469712092
2025-10-28,Salamanca,22.294481447961545,10.78228580420575,22.170002644496435,72.21058468762541,1018.822566769901,3.531955161299971,324.50853215590934,35.09119151523937,4.218260267315618,9.98004574145604
2025-10-28,Chamartín,4.496362378618613,7.073786063166439,23.38615664284332,70.3133913158741,1018.8217408155064,7.602262068724938,1.0009493049822993,33.24263631605533,2.852591295654244,7.804531652506554
2025-10-28,Tetuán,20.151028918039934,7.63373099561287,19.185693106342264,51.32698517899798,1012.7158078353058,8.562726802296936,51.983924400165556,43.23084012854732,0.030740486827618194,4.948978480542837
2025-10-28,Chamberí,11.651217683934494,17.05493226406255,23.42392676599655,58.96800095017525,1016.4877435555692,3.309439652018778,211.04869890695468,66.33093054420289,0.2570685922902828,1.889914876512071
2025-10-28,Fuencarral-El Pardo,21.80552049806833,11.383388928808621,18.332893064907882,47.94885968778429,1017.7685919796144,5.249761033621032,251.8582326982504,1.154154163877208,0.007108513661254799,9.5740744589657
2025-10-28,Moncloa-Aravaca,17.987456731297105,12.404980991640253,17.309826440218227,57.739327421717256,1014.1039444724094,2.9154726190034816,81.54620135227923,46.846907702510066,1.3565560237702399,3.08936580781755
2025-10-28,Latina,13.141855532351315,10.926807917229928,15.33274680039065,63.59088567390105,1019.292557629783,14.879540916491726,198.87208078065785,87.15120923656478,2.8371826573666032,3.2955079199891815
2025-10-28,Carabanchel,5.849528311721553,11.208103546035794,15.864823026389736,45.10428694301726,1010.0785239290913,3.2350448604372586,62.90929800630505,89.79420988388998,0.009171952121569406,6.648587818457674
2025-10-28,Usera,10.272852043255583,10.999037822190576,24.25536864779277,40.57426124863984,1015.571887825963,6.056455129987394,89.83179653402534,50.65271662155475,3.420590142919445,5.90579359864679
2025-10-28,Puente de Vallecas,12.86819018591691,12.475246484486668,22.817125883986872,76.18761852183843,1010.9935797673871,4.901294277705295,353.96675844017363,77.17193208742272,2.723783903227855,8.62599994385661
2025-10-28,Moratalaz,19.007741630952054,8.36716627798377,18.557238774480915,57.93366178563411,1013.1533742891015,11.797555597228463,356.82480997937665,79.43630914207802,3.0245507018573634,8.74089472567598
2025-10-28,Ciudad Lineal,17.29277010780628,7.201620122174067,16.287571995131632,47.893222163427545,1014.2748005771266,2.739726776136997,310.46245725283524,12.053110081602236,1.0576017015244992,3.3048367896452966
2025-10-28,Hortaleza,13.948947964043056,8.087694839649949,27.266782420562198,66.65380978106677,1016.2258235562641,6.25164283178167,225.02995397483275,49.04340744012382,1.1772870340900594,8.745999533215516
2025-10-28,Villaverde,12.011222244094553,7.19423989604514,19.351150410925413,49.71075704669049,1012.8618894349112,5.607732882381925,82.70957192114764,8.350289332533468,0.4775677737238133,5.588698928906157
2025-10-28,Villa de Vallecas,9.531398337606529,12.196295964141612,19.181896552663176,48.84021938055152,1014.462416680405,10.226376916216138,64.90749262769351,70.18171616303928,1.971031658817693,0.7701468779493692
2025-10-28,Vicálvaro,15.440819673884768,7.552611274185061,22.563444778225247,73.52307625527165,1013.59497200155,6.4501315341129475,251.93240109962613,70.87275857353741,3.2496794414878827,2.540300344441219
2025-10-28,San Blas-Canillejas,13.817255264740535,16.14301006509245,17.0466045742562,46.916576265315236,1010.4138013188267,2.748422353209187,8.290107646964575,97.40435904075517,5.077711193436631,8.48298490380479
2025-10-28,Barajas,10.266662016362446,10.924582038066895,21.282187593235363,78.86400417763818,1013.103392968542,5.888055767630579,123.29112427922479,79.42321185187315,2.496498301034883,2.2477855901214125
